Transaction_ID,Date,Customer_ID,Category,Region,Quantity,Price_per_Unit,Payment_Method,Month,Total_Sales
TXN100065,2023-01-03 17:00:00,CUST1308,Electronics,North,5,378.19,Debit Card,August,1890.95
TXN100066,2023-01-03 18:00:00,CUST1098,Home Decor,South,4,116.22,Credit Card,January,464.88
TXN100067,2023-01-03 19:00:00,CUST1458,Home Decor,North,9,297.94,Cash,November,2681.46
TXN100068,2023-01-03 20:00:00,CUST1187,Books,East,2,350.02,Online Payment,March,700.04
TXN100069,2023-01-03 21:00:00,CUST1084,Home Decor,North,7,430.58,Cash,February,3014.06
TXN100070,2023-01-03 22:00:00,CUST1195,Home Decor,South,7,368.28,Debit Card,December,2577.96
TXN100071,2023-01-03 23:00:00,CUST1430,Electronics,East,7,400.42,Credit Card,October,2802.94
TXN100072,2023-01-04 00:00:00,CUST1130,Toys,North,1,456.9,Debit Card,August,456.9
TXN100073,2023-01-04 01:00:00,CUST1065,Toys,South,8,300.9,Online Payment,July,2407.2
TXN100074,2023-01-04 02:00:00,CUST1176,Groceries,West,2,423.91,Credit Card,February,847.82
TXN100075,2023-01-04 03:00:00,CUST1296,Home Decor,East,5,119.78,Online Payment,August,598.9
TXN100076,2023-01-04 04:00:00,CUST1337,Electronics,North,2,408.29,Debit Card,May,816.58
TXN100077,2023-01-04 05:00:00,CUST1333,Clothing,East,5,114.73,Online Payment,April,573.65
TXN100078,2023-01-04 06:00:00,CUST1313,Home Decor,East,7,467.64,Debit Card,March,3273.48
TXN100079,2023-01-04 07:00:00,CUST1108,Clothing,North,6,168.34,Online Payment,July,1010.04
TXN100080,2023-01-04 08:00:00,CUST1058,Books,West,5,90.06,Credit Card,May,450.3
TXN100081,2023-01-04 09:00:00,CUST1230,Electronics,East,4,78.34,Debit Card,December,313.36
TXN100082,2023-01-04 10:00:00,CUST1223,Books,South,8,97.7,Cash,February,781.6
TXN100083,2023-01-04 11:00:00,CUST1443,Electronics,South,8,226.53,Cash,August,1812.24
TXN100084,2023-01-04 12:00:00,CUST1297,Home Decor,West,1,263.46,Online Payment,March,263.46
TXN100085,2023-01-04 13:00:00,CUST1255,Electronics,North,2,457.32,Cash,November,914.64
TXN100086,2023-01-04 14:00:00,CUST1433,Groceries,North,3,193.6,Cash,March,580.8
TXN100087,2023-01-04 15:00:00,CUST1476,Clothing,West,1,112.65,Debit Card,June,112.65
TXN100088,2023-01-04 16:00:00,CUST1434,Toys,West,3,373.19,Credit Card,June,1119.57
TXN100089,2023-01-04 17:00:00,CUST1008,Groceries,West,8,71.65,Credit Card,February,573.2
TXN100090,2023-01-04 18:00:00,CUST1272,Toys,East,4,446.68,Online Payment,May,1786.72
TXN100091,2023-01-04 19:00:00,CUST1407,Toys,North,7,207.65,Online Payment,June,1453.55
TXN100092,2023-01-04 20:00:00,CUST1182,Electronics,North,7,308.85,Credit Card,September,2161.95
TXN100093,2023-01-04 21:00:00,CUST1216,Books,North,5,97.16,Online Payment,September,485.8
TXN100094,2023-01-04 22:00:00,CUST1386,Books,South,1,77.04,Credit Card,June,77.04
TXN100095,2023-01-04 23:00:00,CUST1439,Electronics,South,4,400.43,Credit Card,January,1601.72
TXN100096,2023-01-05 00:00:00,CUST1230,Toys,South,7,217.7,Online Payment,February,1523.9
TXN100097,2023-01-05 01:00:00,CUST1164,Electronics,West,5,493.44,Credit Card,September,2467.2
TXN100098,2023-01-05 02:00:00,CUST1295,Groceries,North,2,264.53,Online Payment,March,529.06
TXN100099,2023-01-05 03:00:00,CUST1060,Toys,West,8,423.6,Online Payment,October,3388.8
TXN100100,2023-01-05 04:00:00,CUST1014,Electronics,South,2,490.08,Cash,October,980.16
TXN100101,2023-01-05 05:00:00,CUST1322,Groceries,East,8,144.17,Cash,October,1153.36
TXN100102,2023-01-05 06:00:00,CUST1192,Home Decor,West,2,401.44,Debit Card,January,802.88
TXN100103,2023-01-05 07:00:00,CUST1434,Toys,East,5,15.89,Cash,October,79.45
TXN100104,2023-01-05 08:00:00,CUST1335,Toys,South,4,341.48,Debit Card,February,1365.92
TXN100105,2023-01-05 09:00:00,CUST1224,Clothing,South,1,373.87,Cash,January,373.87
TXN100106,2023-01-05 10:00:00,CUST1376,Books,West,8,241.3,Cash,February,1930.4
TXN100107,2023-01-05 11:00:00,CUST1403,Books,West,3,85.24,Online Payment,January,255.72
TXN100108,2023-01-05 12:00:00,CUST1109,Toys,East,4,310.28,Credit Card,March,1241.12
TXN100109,2023-01-05 13:00:00,CUST1408,Home Decor,East,4,449.28,Online Payment,July,1797.12
TXN100110,2023-01-05 14:00:00,CUST1457,Toys,West,5,466.0,Credit Card,April,2330.0
TXN100111,2023-01-05 15:00:00,CUST1376,Electronics,East,3,374.32,Cash,October,1122.96
TXN100112,2023-01-05 16:00:00,CUST1303,Clothing,South,9,135.54,Online Payment,November,1219.86
TXN100113,2023-01-05 17:00:00,CUST1334,Clothing,North,4,435.81,Debit Card,January,1743.24
TXN100114,2023-01-05 18:00:00,CUST1344,Electronics,North,4,444.97,Debit Card,January,1779.88
TXN100115,2023-01-05 19:00:00,CUST1423,Books,South,6,186.78,Online Payment,November,1120.68
TXN100116,2023-01-05 20:00:00,CUST1213,Books,South,8,95.58,Credit Card,February,764.64
TXN100117,2023-01-05 21:00:00,CUST1249,Home Decor,South,7,437.96,Online Payment,October,3065.72
TXN100118,2023-01-05 22:00:00,CUST1024,Toys,South,4,443.12,Credit Card,October,1772.48
TXN100119,2023-01-05 23:00:00,CUST1339,Groceries,East,4,54.95,Credit Card,January,219.8
TXN100120,2023-01-06 00:00:00,CUST1156,Electronics,East,5,483.66,Credit Card,August,2418.3
TXN100121,2023-01-06 01:00:00,CUST1439,Electronics,South,5,268.87,Debit Card,December,1344.35
TXN100122,2023-01-06 02:00:00,CUST1143,Books,West,1,496.9,Debit Card,April,496.9
TXN100123,2023-01-06 03:00:00,CUST1402,Books,West,8,225.28,Debit Card,October,1802.24
TXN100124,2023-01-06 04:00:00,CUST1229,Books,West,5,268.98,Credit Card,May,1344.9
TXN100125,2023-01-06 05:00:00,CUST1245,Home Decor,South,3,136.71,Debit Card,September,410.13
TXN100126,2023-01-06 06:00:00,CUST1495,Home Decor,North,3,449.98,Debit Card,September,1349.94
TXN100127,2023-01-06 07:00:00,CUST1247,Electronics,East,4,224.64,Credit Card,April,898.56
TXN100128,2023-01-06 08:00:00,CUST1470,Groceries,East,7,408.23,Debit Card,May,2857.61
TXN100129,2023-01-06 09:00:00,CUST1423,Groceries,South,5,44.47,Online Payment,January,222.35
TXN100130,2023-01-06 10:00:00,CUST1057,Electronics,North,1,395.18,Online Payment,April,395.18
TXN100131,2023-01-06 11:00:00,CUST1140,Home Decor,West,5,247.67,Debit Card,October,1238.35
TXN100132,2023-01-06 12:00:00,CUST1018,Clothing,East,5,7.68,Online Payment,January,38.4
TXN100133,2023-01-06 13:00:00,CUST1182,Books,East,6,117.0,Cash,July,702.0
TXN100134,2023-01-06 14:00:00,CUST1413,Home Decor,West,7,100.9,Online Payment,November,706.3
TXN100135,2023-01-06 15:00:00,CUST1231,Groceries,South,5,377.12,Debit Card,January,1885.6
TXN100136,2023-01-06 16:00:00,CUST1434,Clothing,South,2,241.22,Credit Card,August,482.44
TXN100137,2023-01-06 17:00:00,CUST1434,Groceries,East,2,84.06,Credit Card,November,168.12
TXN100138,2023-01-06 18:00:00,CUST1240,Electronics,South,4,132.12,Online Payment,August,528.48
TXN100139,2023-01-06 19:00:00,CUST1484,Home Decor,North,1,254.52,Credit Card,February,254.52
TXN100140,2023-01-06 20:00:00,CUST1474,Books,South,7,14.72,Debit Card,September,103.04
TXN100141,2023-01-06 21:00:00,CUST1029,Home Decor,North,1,214.94,Cash,August,214.94
TXN100142,2023-01-06 22:00:00,CUST1070,Groceries,South,3,340.64,Credit Card,March,1021.92
TXN100143,2023-01-06 23:00:00,CUST1497,Groceries,East,7,261.29,Debit Card,October,1829.03
TXN100144,2023-01-07 00:00:00,CUST1187,Clothing,East,6,301.06,Cash,August,1806.36
TXN100145,2023-01-07 01:00:00,CUST1488,Clothing,South,7,166.68,Debit Card,January,1166.76
TXN100146,2023-01-07 02:00:00,CUST1384,Toys,South,5,95.62,Credit Card,April,478.1
TXN100147,2023-01-07 03:00:00,CUST1010,Home Decor,South,8,405.82,Online Payment,May,3246.56
TXN100148,2023-01-07 04:00:00,CUST1357,Electronics,North,6,453.29,Debit Card,June,2719.74
TXN100149,2023-01-07 05:00:00,CUST1044,Groceries,West,4,257.82,Cash,January,1031.28
TXN100150,2023-01-07 06:00:00,CUST1185,Toys,North,1,156.0,Credit Card,November,156.0
TXN100151,2023-01-07 07:00:00,CUST1189,Clothing,East,2,258.05,Cash,June,516.1
TXN100152,2023-01-07 08:00:00,CUST1493,Toys,North,6,440.1,Debit Card,September,2640.6
TXN100153,2023-01-07 09:00:00,CUST1145,Books,South,4,347.25,Cash,November,1389.0
TXN100154,2023-01-07 10:00:00,CUST1132,Electronics,East,3,430.01,Cash,September,1290.03
TXN100155,2023-01-07 11:00:00,CUST1317,Clothing,West,7,167.55,Credit Card,December,1172.85
TXN100156,2023-01-07 12:00:00,CUST1145,Toys,North,7,357.43,Credit Card,March,2502.01
TXN100157,2023-01-07 13:00:00,CUST1019,Electronics,West,2,328.26,Online Payment,November,656.52
TXN100158,2023-01-07 14:00:00,CUST1328,Clothing,West,8,287.95,Debit Card,January,2303.6
TXN100159,2023-01-07 15:00:00,CUST1426,Books,North,1,266.47,Debit Card,March,266.47
TXN100160,2023-01-07 16:00:00,CUST1402,Books,West,7,277.73,Credit Card,May,1944.11
TXN100161,2023-01-07 17:00:00,CUST1318,Home Decor,West,1,425.59,Credit Card,May,425.59
TXN100162,2023-01-07 18:00:00,CUST1355,Toys,South,3,458.42,Cash,July,1375.26
TXN100163,2023-01-07 19:00:00,CUST1319,Books,East,3,60.87,Debit Card,November,182.61
TXN100164,2023-01-07 20:00:00,CUST1450,Books,East,2,286.54,Online Payment,October,573.08
TXN100165,2023-01-07 21:00:00,CUST1276,Home Decor,East,5,459.61,Online Payment,May,2298.05
TXN100166,2023-01-07 22:00:00,CUST1165,Books,East,4,71.7,Cash,November,286.8
TXN100167,2023-01-07 23:00:00,CUST1235,Books,West,6,209.37,Online Payment,April,1256.22
TXN100168,2023-01-08 00:00:00,CUST1416,Home Decor,East,2,49.09,Debit Card,October,98.18
TXN100169,2023-01-08 01:00:00,CUST1166,Clothing,West,4,61.17,Debit Card,November,244.68
TXN100170,2023-01-08 02:00:00,CUST1068,Home Decor,North,7,452.53,Cash,August,3167.71
TXN100171,2023-01-08 03:00:00,CUST1190,Electronics,North,1,225.86,Online Payment,May,225.86
TXN100172,2023-01-08 04:00:00,CUST1200,Home Decor,South,3,345.93,Online Payment,March,1037.79
TXN100173,2023-01-08 05:00:00,CUST1323,Clothing,North,1,73.76,Online Payment,March,73.76
TXN100174,2023-01-08 06:00:00,CUST1111,Home Decor,East,2,15.86,Online Payment,June,31.72
TXN100175,2023-01-08 07:00:00,CUST1252,Groceries,West,9,445.79,Online Payment,August,4012.11
TXN100176,2023-01-08 08:00:00,CUST1133,Groceries,West,5,289.4,Debit Card,August,1447.0
TXN100177,2023-01-08 09:00:00,CUST1487,Books,South,4,14.89,Debit Card,October,59.56
TXN100178,2023-01-08 10:00:00,CUST1465,Home Decor,North,4,496.21,Credit Card,December,1984.84
TXN100179,2023-01-08 11:00:00,CUST1137,Clothing,North,8,248.64,Credit Card,September,1989.12
TXN100180,2023-01-08 12:00:00,CUST1479,Toys,South,3,240.56,Online Payment,April,721.68
TXN100181,2023-01-08 13:00:00,CUST1383,Clothing,East,4,312.35,Debit Card,January,1249.4
TXN100182,2023-01-08 14:00:00,CUST1282,Books,South,2,8.91,Online Payment,May,17.82
TXN100183,2023-01-08 15:00:00,CUST1138,Electronics,West,6,286.72,Credit Card,November,1720.32
TXN100184,2023-01-08 16:00:00,CUST1183,Toys,East,9,316.59,Debit Card,March,2849.31
TXN100185,2023-01-08 17:00:00,CUST1173,Electronics,East,4,151.99,Online Payment,February,607.96
TXN100186,2023-01-08 18:00:00,CUST1376,Clothing,West,6,364.79,Online Payment,May,2188.74
TXN100187,2023-01-08 19:00:00,CUST1173,Electronics,South,4,191.83,Cash,June,767.32
TXN100188,2023-01-08 20:00:00,CUST1364,Books,East,2,360.3,Online Payment,April,720.6
TXN100189,2023-01-08 21:00:00,CUST1343,Toys,West,6,76.19,Cash,September,457.14
TXN100190,2023-01-08 22:00:00,CUST1336,Electronics,East,7,457.28,Debit Card,March,3200.96
TXN100191,2023-01-08 23:00:00,CUST1243,Groceries,East,4,440.33,Cash,April,1761.32
TXN100192,2023-01-09 00:00:00,CUST1200,Electronics,South,7,79.56,Credit Card,April,556.92
TXN100193,2023-01-09 01:00:00,CUST1483,Clothing,North,8,469.53,Debit Card,March,3756.24
TXN100194,2023-01-09 02:00:00,CUST1427,Books,North,3,281.1,Cash,February,843.3
TXN100195,2023-01-09 03:00:00,CUST1482,Toys,North,2,352.32,Online Payment,April,704.64
TXN100196,2023-01-09 04:00:00,CUST1386,Electronics,South,5,420.95,Credit Card,December,2104.75
TXN100197,2023-01-09 05:00:00,CUST1345,Electronics,East,2,46.37,Cash,January,92.74
TXN100198,2023-01-09 06:00:00,CUST1210,Electronics,East,5,88.8,Cash,February,444.0
TXN100199,2023-01-09 07:00:00,CUST1108,Electronics,West,6,148.74,Cash,October,892.44
TXN100200,2023-01-09 08:00:00,CUST1124,Clothing,South,8,241.22,Cash,April,1929.76
TXN100201,2023-01-09 09:00:00,CUST1424,Groceries,West,6,176.3,Cash,September,1057.8
TXN100202,2023-01-09 10:00:00,CUST1174,Clothing,South,4,255.39,Debit Card,July,1021.56
TXN100203,2023-01-09 11:00:00,CUST1354,Electronics,South,3,97.03,Debit Card,November,291.09
TXN100204,2023-01-09 12:00:00,CUST1140,Toys,West,2,342.67,Cash,September,685.34
TXN100205,2023-01-09 13:00:00,CUST1498,Clothing,East,1,32.59,Online Payment,March,32.59
TXN100206,2023-01-09 14:00:00,CUST1095,Clothing,North,2,183.92,Cash,March,367.84
TXN100207,2023-01-09 15:00:00,CUST1002,Home Decor,South,2,93.62,Debit Card,July,187.24
TXN100208,2023-01-09 16:00:00,CUST1363,Electronics,West,5,366.32,Credit Card,August,1831.6
TXN100209,2023-01-09 17:00:00,CUST1464,Books,North,9,442.41,Credit Card,March,3981.69
TXN100210,2023-01-09 18:00:00,CUST1171,Electronics,South,1,44.0,Cash,April,44.0
TXN100211,2023-01-09 19:00:00,CUST1014,Toys,West,4,393.59,Debit Card,June,1574.36
TXN100212,2023-01-09 20:00:00,CUST1290,Groceries,East,7,448.38,Credit Card,July,3138.66
TXN100213,2023-01-09 21:00:00,CUST1461,Toys,South,3,487.12,Cash,February,1461.36
TXN100214,2023-01-09 22:00:00,CUST1175,Electronics,North,8,291.8,Cash,February,2334.4
TXN100215,2023-01-09 23:00:00,CUST1488,Toys,North,3,167.06,Online Payment,October,501.18
TXN100216,2023-01-10 00:00:00,CUST1111,Books,South,8,164.38,Cash,May,1315.04
TXN100217,2023-01-10 01:00:00,CUST1400,Home Decor,South,2,192.59,Debit Card,April,385.18
TXN100218,2023-01-10 02:00:00,CUST1006,Books,West,5,308.27,Credit Card,July,1541.35
TXN100219,2023-01-10 03:00:00,CUST1352,Groceries,South,4,247.66,Credit Card,February,990.64
TXN100220,2023-01-10 04:00:00,CUST1231,Toys,North,9,328.55,Online Payment,May,2956.95
TXN100221,2023-01-10 05:00:00,CUST1083,Toys,West,3,24.46,Credit Card,August,73.38
TXN100222,2023-01-10 06:00:00,CUST1241,Home Decor,South,5,57.41,Credit Card,June,287.05
TXN100223,2023-01-10 07:00:00,CUST1476,Electronics,West,9,488.39,Online Payment,July,4395.51
TXN100224,2023-01-10 08:00:00,CUST1376,Books,West,6,497.72,Cash,March,2986.32
TXN100225,2023-01-10 09:00:00,CUST1241,Books,East,2,374.6,Debit Card,October,749.2
TXN100226,2023-01-10 10:00:00,CUST1067,Electronics,West,1,131.92,Debit Card,August,131.92
TXN100227,2023-01-10 11:00:00,CUST1271,Toys,North,1,476.92,Cash,September,476.92
TXN100228,2023-01-10 12:00:00,CUST1321,Electronics,West,7,110.78,Online Payment,September,775.46
TXN100229,2023-01-10 13:00:00,CUST1362,Books,East,2,367.06,Online Payment,March,734.12
TXN100230,2023-01-10 14:00:00,CUST1357,Books,North,7,62.05,Online Payment,April,434.35
TXN100231,2023-01-10 15:00:00,CUST1397,Home Decor,North,1,326.21,Credit Card,June,326.21
TXN100232,2023-01-10 16:00:00,CUST1074,Home Decor,West,4,380.96,Credit Card,June,1523.84
TXN100233,2023-01-10 17:00:00,CUST1244,Home Decor,East,4,430.52,Cash,April,1722.08
TXN100234,2023-01-10 18:00:00,CUST1200,Toys,South,5,368.48,Debit Card,February,1842.4
TXN100235,2023-01-10 19:00:00,CUST1293,Electronics,South,1,462.13,Online Payment,September,462.13
TXN100236,2023-01-10 20:00:00,CUST1168,Home Decor,East,7,262.86,Credit Card,November,1840.02
TXN100237,2023-01-10 21:00:00,CUST1345,Clothing,West,2,340.33,Debit Card,December,680.66
TXN100238,2023-01-10 22:00:00,CUST1260,Toys,South,2,187.93,Online Payment,November,375.86
TXN100239,2023-01-10 23:00:00,CUST1451,Home Decor,South,8,10.14,Cash,May,81.12
TXN100240,2023-01-11 00:00:00,CUST1285,Groceries,East,9,379.56,Cash,May,3416.04
TXN100241,2023-01-11 01:00:00,CUST1255,Groceries,North,6,435.58,Cash,May,2613.48
TXN100242,2023-01-11 02:00:00,CUST1031,Groceries,South,1,91.09,Debit Card,December,91.09
TXN100243,2023-01-11 03:00:00,CUST1485,Books,North,1,19.18,Debit Card,July,19.18
TXN100244,2023-01-11 04:00:00,CUST1368,Groceries,North,7,86.43,Credit Card,October,605.01
TXN100245,2023-01-11 05:00:00,CUST1285,Electronics,North,8,448.17,Cash,January,3585.36
TXN100246,2023-01-11 06:00:00,CUST1298,Books,West,3,151.28,Debit Card,May,453.84
TXN100247,2023-01-11 07:00:00,CUST1140,Groceries,North,9,120.68,Online Payment,September,1086.12
TXN100248,2023-01-11 08:00:00,CUST1431,Clothing,North,4,12.22,Debit Card,September,48.88
TXN100249,2023-01-11 09:00:00,CUST1481,Clothing,North,4,152.04,Cash,April,608.16
TXN100250,2023-01-11 10:00:00,CUST1443,Groceries,North,3,359.24,Online Payment,June,1077.72
TXN100251,2023-01-11 11:00:00,CUST1081,Clothing,South,8,479.75,Credit Card,July,3838.0
TXN100252,2023-01-11 12:00:00,CUST1377,Books,South,9,159.81,Online Payment,April,1438.29
TXN100253,2023-01-11 13:00:00,CUST1452,Groceries,South,1,124.14,Online Payment,May,124.14
TXN100254,2023-01-11 14:00:00,CUST1331,Books,North,2,444.59,Credit Card,August,889.18
TXN100255,2023-01-11 15:00:00,CUST1219,Clothing,East,1,426.99,Cash,February,426.99
TXN100256,2023-01-11 16:00:00,CUST1419,Books,South,4,167.44,Online Payment,July,669.76
TXN100257,2023-01-11 17:00:00,CUST1207,Electronics,South,7,39.06,Credit Card,September,273.42
TXN100258,2023-01-11 18:00:00,CUST1012,Electronics,South,7,496.03,Cash,November,3472.21
TXN100259,2023-01-11 19:00:00,CUST1121,Home Decor,North,6,341.95,Cash,September,2051.7
TXN100260,2023-01-11 20:00:00,CUST1210,Home Decor,South,5,463.66,Cash,January,2318.3
TXN100261,2023-01-11 21:00:00,CUST1474,Groceries,East,4,174.23,Cash,February,696.92
TXN100262,2023-01-11 22:00:00,CUST1217,Electronics,West,8,325.6,Debit Card,August,2604.8
TXN100263,2023-01-11 23:00:00,CUST1416,Clothing,North,7,338.88,Debit Card,August,2372.16
TXN100264,2023-01-12 00:00:00,CUST1313,Groceries,North,1,437.09,Cash,February,437.09
TXN100265,2023-01-12 01:00:00,CUST1277,Books,East,6,496.56,Debit Card,January,2979.36
TXN100266,2023-01-12 02:00:00,CUST1016,Electronics,West,2,58.79,Cash,September,117.58
TXN100267,2023-01-12 03:00:00,CUST1404,Groceries,West,4,317.4,Credit Card,December,1269.6
TXN100268,2023-01-12 04:00:00,CUST1326,Clothing,North,5,171.54,Cash,July,857.7
TXN100269,2023-01-12 05:00:00,CUST1096,Toys,West,8,406.77,Credit Card,October,3254.16
TXN100270,2023-01-12 06:00:00,CUST1399,Groceries,North,6,378.3,Online Payment,July,2269.8
TXN100271,2023-01-12 07:00:00,CUST1238,Home Decor,North,2,446.8,Cash,June,893.6
TXN100272,2023-01-12 08:00:00,CUST1223,Books,North,5,175.13,Cash,May,875.65
TXN100273,2023-01-12 09:00:00,CUST1349,Home Decor,East,5,96.34,Debit Card,January,481.7
TXN100274,2023-01-12 10:00:00,CUST1449,Groceries,West,6,15.79,Credit Card,July,94.74
TXN100275,2023-01-12 11:00:00,CUST1157,Home Decor,South,1,131.48,Debit Card,June,131.48
TXN100276,2023-01-12 12:00:00,CUST1136,Toys,East,8,186.75,Credit Card,January,1494.0
TXN100277,2023-01-12 13:00:00,CUST1277,Clothing,West,3,473.3,Credit Card,January,1419.9
TXN100278,2023-01-12 14:00:00,CUST1089,Electronics,East,5,248.23,Cash,March,1241.15
